system,phase,case_name,gpu_count,repetition,status,simulation_ms,compute_ms,communication_ms,throughput_circuit_s,speedup,parallel_efficiency,p2p_bytes,host_staged_bytes,checksum,artifact_path
hybridcvdv,smoke,sc26_transfer_CVtoDV_nq2_c4,2,0,ok,2.181749,0.387995,0,458.34786678027587,,,0,0,546.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g2/sc26_transfer_CVtoDV_nq2_c4/r0/result.json
hybridcvdv,smoke,sc26_transfer_CVtoDV_nq4_c8,2,0,ok,8.897746,0.904204,0,112.38801377337587,,,0,0,2166.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g2/sc26_transfer_CVtoDV_nq4_c8/r0/result.json
hybridcvdv,smoke,sc26_transfer_DVtoCV_nq2_c4,2,0,ok,2.472059,0.376702,0,404.5210895047408,,,0,0,543.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g2/sc26_transfer_DVtoCV_nq2_c4/r0/result.json
hybridcvdv,smoke,sc26_transfer_DVtoCV_nq4_c8,2,0,ok,12.928177,0.928216,0,77.35042612736505,,,0,0,2163.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g2/sc26_transfer_DVtoCV_nq4_c8/r0/result.json
hybridcvdv,smoke,sc26_vqe_nq3_nm2_c4,2,0,ok,9.615916,3.191644,0.03675,103.99425286160985,,,1024,0,-5178.70893846827,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g2/sc26_vqe_nq3_nm2_c4/r0/result.json
hybridcvdv,smoke,sc26_vqe_nq4_nm2_c8,2,0,ok,16.27867,6.45503,0.053043,61.430079975821116,,,8192,0,1115.39560408613,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g2/sc26_vqe_nq4_nm2_c8/r0/result.json
hybridcvdv,smoke,sc26_jch_nq3_nm2_c4,4,0,ok,17.773312,0.556882,0,56.26413355034784,,,0,0,277.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_jch_nq3_nm2_c4/r0/result.json
hybridcvdv,smoke,sc26_jch_nq4_nm2_c8,4,0,ok,18.283094,0.560037,0,54.69533767096532,,,0,0,311.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_jch_nq4_nm2_c8/r0/result.json
hybridcvdv,smoke,sc26_qaoa_nm1_c4,4,0,ok,0.016706,0.016706,0.0,59858.73338920149,,,0,0,,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_qaoa_nm1_c4/r0/result.json
hybridcvdv,smoke,sc26_qaoa_nm2_c8,4,0,ok,0.015097,0.015097,0.0,66238.32549513149,,,0,0,,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_qaoa_nm2_c8/r0/result.json
hybridcvdv,smoke,sc26_qft_nq3_c4,4,0,ok,4.54285,0.72435,0,220.1261322737929,,,0,0,1086.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_qft_nq3_c4/r0/result.json
hybridcvdv,smoke,sc26_qft_nq5_c8,4,0,ok,15.159437,2.261002,0,65.96551046057976,,,0,0,4326.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_qft_nq5_c8/r0/result.json
hybridcvdv,smoke,sc26_transfer_CVtoDV_nq2_c4,4,0,ok,2.689516,0.363767,0,371.8141107916815,,,0,0,546.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_transfer_CVtoDV_nq2_c4/r0/result.json
hybridcvdv,smoke,sc26_transfer_CVtoDV_nq4_c8,4,0,ok,8.410257,0.937245,0,118.90243068671981,,,0,0,2166.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_transfer_CVtoDV_nq4_c8/r0/result.json
hybridcvdv,smoke,sc26_transfer_DVtoCV_nq2_c4,4,0,ok,3.235018,0.393371,0,309.11729084660425,,,0,0,543.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_transfer_DVtoCV_nq2_c4/r0/result.json
hybridcvdv,smoke,sc26_transfer_DVtoCV_nq4_c8,4,0,ok,18.739493,1.018013,0,53.36323666814252,,,0,0,2163.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_transfer_DVtoCV_nq4_c8/r0/result.json
hybridcvdv,smoke,sc26_vqe_nq3_nm2_c4,4,0,ok,39.249295,18.698842,0.082804,25.478164639645122,,,2048,0,-5178.70893846827,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_vqe_nq3_nm2_c4/r0/result.json
hybridcvdv,smoke,sc26_vqe_nq4_nm2_c8,4,0,ok,41.363219,12.135291,0.112585,24.176068115008167,,,16384,0,1115.39560408613,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g4/sc26_vqe_nq4_nm2_c8/r0/result.json
hybridcvdv,smoke,sc26_jch_nq3_nm2_c4,6,0,ok,67.648788,0.620797,0,14.782230836123777,,,0,0,277.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_jch_nq3_nm2_c4/r0/result.json
hybridcvdv,smoke,sc26_jch_nq4_nm2_c8,6,0,ok,50.188876,0.571773,0,19.924733919125824,,,0,0,311.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_jch_nq4_nm2_c8/r0/result.json
hybridcvdv,smoke,sc26_qaoa_nm1_c4,6,0,ok,0.015069,0.015069,0.0,66361.40420731303,,,0,0,,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_qaoa_nm1_c4/r0/result.json
hybridcvdv,smoke,sc26_qaoa_nm2_c8,6,0,ok,0.017956,0.017956,0.0,55691.69079973268,,,0,0,,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_qaoa_nm2_c8/r0/result.json
hybridcvdv,smoke,sc26_qft_nq3_c4,6,0,ok,5.580207,0.713596,0,179.2048216132484,,,0,0,1086.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_qft_nq3_c4/r0/result.json
hybridcvdv,smoke,sc26_qft_nq5_c8,6,0,ok,19.744896,2.275856,0,50.645999857380865,,,0,0,4326.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_qft_nq5_c8/r0/result.json
hybridcvdv,smoke,sc26_transfer_CVtoDV_nq2_c4,6,0,ok,5.787405,0.384826,0,172.78901338337303,,,0,0,546.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_transfer_CVtoDV_nq2_c4/r0/result.json
hybridcvdv,smoke,sc26_transfer_CVtoDV_nq4_c8,6,0,ok,10.289968,0.924866,0,97.18203205296653,,,0,0,2166.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_transfer_CVtoDV_nq4_c8/r0/result.json
hybridcvdv,smoke,sc26_transfer_DVtoCV_nq2_c4,6,0,ok,4.388762,0.415548,0,227.85468886214383,,,0,0,543.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_transfer_DVtoCV_nq2_c4/r0/result.json
hybridcvdv,smoke,sc26_transfer_DVtoCV_nq4_c8,6,0,ok,21.969058,0.975522,0,45.51856524754043,,,0,0,2163.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_transfer_DVtoCV_nq4_c8/r0/result.json
hybridcvdv,smoke,sc26_vqe_nq3_nm2_c4,6,0,ok,60.339413,11.248999,0.109869,16.572915616530775,,,3072,0,-5178.70893846827,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_vqe_nq3_nm2_c4/r0/result.json
hybridcvdv,smoke,sc26_vqe_nq4_nm2_c8,6,0,ok,78.497545,16.332152,0.238809,12.739251909088367,,,32768,0,1115.39560408613,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g6/sc26_vqe_nq4_nm2_c8/r0/result.json
hybridcvdv,smoke,sc26_jch_nq3_nm2_c4,8,0,ok,116.505506,0.547008,0,8.58328532558796,,,0,0,277.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_jch_nq3_nm2_c4/r0/result.json
hybridcvdv,smoke,sc26_jch_nq4_nm2_c8,8,0,ok,46.476116,0.578823,0,21.516427921816877,,,0,0,311.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_jch_nq4_nm2_c8/r0/result.json
hybridcvdv,smoke,sc26_qaoa_nm1_c4,8,0,ok,0.017179,0.017179,0.0,58210.60597240817,,,0,0,,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_qaoa_nm1_c4/r0/result.json
hybridcvdv,smoke,sc26_qaoa_nm2_c8,8,0,ok,0.015718,0.015718,0.0,63621.3258684311,,,0,0,,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_qaoa_nm2_c8/r0/result.json
hybridcvdv,smoke,sc26_qft_nq3_c4,8,0,ok,9.322336,0.775562,0,107.26925096885587,,,0,0,1086.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_qft_nq3_c4/r0/result.json
hybridcvdv,smoke,sc26_qft_nq5_c8,8,0,ok,33.26218,2.48376,0,30.064174987929235,,,0,0,4326.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_qft_nq5_c8/r0/result.json
hybridcvdv,smoke,sc26_transfer_CVtoDV_nq2_c4,8,0,ok,3.858336,0.385568,0,259.1790865284931,,,0,0,546.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_transfer_CVtoDV_nq2_c4/r0/result.json
hybridcvdv,smoke,sc26_transfer_CVtoDV_nq4_c8,8,0,ok,12.531579,0.976009,0,79.79840369677277,,,0,0,2166.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_transfer_CVtoDV_nq4_c8/r0/result.json
hybridcvdv,smoke,sc26_transfer_DVtoCV_nq2_c4,8,0,ok,4.609887,0.4396,0,216.92505694825059,,,0,0,543.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_transfer_DVtoCV_nq2_c4/r0/result.json
hybridcvdv,smoke,sc26_transfer_DVtoCV_nq4_c8,8,0,ok,28.597454,1.113496,0,34.96814786379235,,,0,0,2163.0,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_transfer_DVtoCV_nq4_c8/r0/result.json
hybridcvdv,smoke,sc26_vqe_nq3_nm2_c4,8,0,ok,76.682684,17.769546,0.128964,13.040753763913637,,,3072,0,-5178.70893846827,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_vqe_nq3_nm2_c4/r0/result.json
hybridcvdv,smoke,sc26_vqe_nq4_nm2_c8,8,0,ok,162.295574,67.418911,0.198404,6.1615974813952725,,,24576,0,1115.39560408613,experiments/results/distributed_8xH800/phase-a-final/hybridcvdv/smoke/g8/sc26_vqe_nq4_nm2_c8/r0/result.json
