电路类型,参数,门数量,总时间,传输时间,计算时间,内存占用
gkp_state_circuit,num_qubits=1,num_qumodes=1,N_rounds=9,r=0.222,qumode_idx=0,cutoff=8,65,160.52,4.48737,159.205,96489472
